year,race_recode,count,area_type,statefip,countyfip
2019,Non-Hispanic Chinese,6718,state,arkansas,
2019,Non-Hispanic Chinese,1635661,state,california,
2019,Non-Hispanic Chinese,36264,state,colorado,
2019,Non-Hispanic Chinese,43133,state,connecticut,
2019,Non-Hispanic Chinese,7102,state,delaware,
2019,Non-Hispanic Chinese,7683,state,district of columbia,
2019,Non-Hispanic Chinese,97610,state,florida,
2019,Non-Hispanic Chinese,60283,state,georgia,
2019,Non-Hispanic Chinese,52086,state,hawaii,
2019,Non-Hispanic Chinese,7769,state,idaho,
2019,Non-Hispanic Chinese,144122,state,illinois,
2019,Non-Hispanic Chinese,29582,state,indiana,
2019,Non-Hispanic Chinese,14747,state,iowa,
2019,Non-Hispanic Chinese,15840,state,kansas,
2019,Non-Hispanic Chinese,11135,state,kentucky,
2019,Non-Hispanic Chinese,10923,state,louisiana,
2019,Non-Hispanic Chinese,3815,state,maine,
2019,Non-Hispanic Chinese,83382,state,maryland,
2019,Non-Hispanic Chinese,176555,state,massachusetts,
2019,Non-Hispanic Chinese,55228,state,michigan,
2019,Non-Hispanic Chinese,26753,state,minnesota,
2019,Non-Hispanic Chinese,4305,state,mississippi,
2019,Non-Hispanic Chinese,37986,state,missouri,
2019,Non-Hispanic Chinese,2070,state,montana,
2019,Non-Hispanic Chinese,5710,state,nebraska,
2019,Non-Hispanic Chinese,41067,state,nevada,
2019,Non-Hispanic Chinese,9020,state,new hampshire,
2019,Non-Hispanic Chinese,158712,state,new jersey,
2019,Non-Hispanic Chinese,6095,state,new mexico,
2019,Non-Hispanic Chinese,717212,state,new york,
2019,Non-Hispanic Chinese,50458,state,north carolina,
2019,Non-Hispanic Chinese,1910,state,north dakota,
2019,Non-Hispanic Chinese,55059,state,ohio,
2019,Non-Hispanic Chinese,10747,state,oklahoma,
2019,Non-Hispanic Chinese,49390,state,oregon,
2019,Non-Hispanic Chinese,111778,state,pennsylvania,
2019,Non-Hispanic Chinese,7545,state,rhode island,
2019,Non-Hispanic Chinese,17501,state,south carolina,
2019,Non-Hispanic Chinese,1972,state,south dakota,
2019,Non-Hispanic Chinese,22933,state,tennessee,
2019,Non-Hispanic Chinese,220423,state,texas,
2019,Non-Hispanic Chinese,13037,state,utah,
2019,Non-Hispanic Chinese,3818,state,vermont,
2019,Non-Hispanic Chinese,82168,state,virginia,
2019,Non-Hispanic Chinese,165343,state,washington,
2019,Non-Hispanic Chinese,3152,state,west virginia,
2019,Non-Hispanic Chinese,23821,state,wisconsin,
2019,Non-Hispanic Chinese,1574,state,wyoming,
2019,Non-Hispanic Japanese,1286,state,alabama,
2019,Non-Hispanic Japanese,2690,state,alaska,
2019,Non-Hispanic Japanese,8243,state,arizona,
2019,Non-Hispanic Japanese,1264,state,arkansas,
2019,Non-Hispanic Japanese,240024,state,california,
2019,Non-Hispanic Japanese,11406,state,colorado,
2019,Non-Hispanic Japanese,3783,state,connecticut,
2019,Non-Hispanic Japanese,857,state,delaware,
2019,Non-Hispanic Japanese,471,state,district of columbia,
2019,Non-Hispanic Japanese,13160,state,florida,
2019,Non-Hispanic Japanese,8971,state,georgia,
2019,Non-Hispanic Japanese,168167,state,hawaii,
2019,Non-Hispanic Japanese,2621,state,idaho,
2019,Non-Hispanic Japanese,17428,state,illinois,
2019,Non-Hispanic Japanese,5099,state,indiana,
2019,Non-Hispanic Japanese,652,state,iowa,
2019,Non-Hispanic Japanese,1838,state,kansas,
2019,Non-Hispanic Japanese,5226,state,kentucky,
2019,Non-Hispanic Japanese,2086,state,louisiana,
2019,Non-Hispanic Japanese,626,state,maine,
2019,Non-Hispanic Japanese,7326,state,maryland,
2019,Non-Hispanic Japanese,9622,state,massachusetts,
2019,Non-Hispanic Japanese,10845,state,michigan,
2019,Non-Hispanic Japanese,4488,state,minnesota,
2019,Non-Hispanic Japanese,820,state,mississippi,
2019,Non-Hispanic Japanese,2943,state,missouri,
2019,Non-Hispanic Japanese,834,state,montana,
2019,Non-Hispanic Japanese,1774,state,nebraska,
2019,Non-Hispanic Japanese,14687,state,nevada,
2019,Non-Hispanic Japanese,1237,state,new hampshire,
2019,Non-Hispanic Japanese,15467,state,new jersey,
2019,Non-Hispanic Japanese,1802,state,new mexico,
2019,Non-Hispanic Japanese,30408,state,new york,
2019,Non-Hispanic Japanese,7795,state,north carolina,
2019,Non-Hispanic Japanese,433,state,north dakota,
2019,Non-Hispanic Japanese,9220,state,ohio,
2019,Non-Hispanic Japanese,1746,state,oklahoma,
2019,Non-Hispanic Japanese,13993,state,oregon,
2019,Non-Hispanic Japanese,7023,state,pennsylvania,
2019,Non-Hispanic Japanese,1608,state,rhode island,
2019,Non-Hispanic Japanese,1889,state,south carolina,
2019,Non-Hispanic Japanese,252,state,south dakota,
2019,Non-Hispanic Japanese,3336,state,tennessee,
2019,Non-Hispanic Japanese,21152,state,texas,
2019,Non-Hispanic Japanese,5615,state,utah,
2019,Non-Hispanic Japanese,693,state,vermont,
2019,Non-Hispanic Japanese,10425,state,virginia,
2019,Non-Hispanic Japanese,37455,state,washington,
2019,Non-Hispanic Japanese,594,state,west virginia,
2019,Non-Hispanic Japanese,1697,state,wisconsin,
2019,Non-Hispanic Japanese,31,state,wyoming,
2019,Non-Hispanic Multiple,81796,state,alabama,
2019,Non-Hispanic Multiple,57986,state,alaska,
2019,Non-Hispanic Multiple,173074,state,arizona,
2019,Non-Hispanic Multiple,67094,state,arkansas,
2019,Non-Hispanic Multiple,1268898,state,california,
2019,Non-Hispanic Multiple,155855,state,colorado,
2019,Non-Hispanic Multiple,79111,state,connecticut,
2019,Non-Hispanic Multiple,23115,state,delaware,
2019,Non-Hispanic Multiple,18690,state,district of columbia,
2019,Non-Hispanic Multiple,443232,state,florida,
2019,Non-Hispanic Multiple,228130,state,georgia,
2019,Non-Hispanic Multiple,263287,state,hawaii,
2019,Non-Hispanic Multiple,43394,state,idaho,
2019,Non-Hispanic Multiple,261496,state,illinois,
2019,Non-Hispanic Multiple,146043,state,indiana,
2019,Non-Hispanic Multiple,58397,state,iowa,
2019,Non-Hispanic Multiple,89777,state,kansas,
2019,Non-Hispanic Multiple,88700,state,kentucky,
2019,Non-Hispanic Multiple,80415,state,louisiana,
2019,Non-Hispanic Multiple,24422,state,maine,
2019,Non-Hispanic Multiple,177945,state,maryland,
2019,Non-Hispanic Multiple,163405,state,massachusetts,
2019,Non-Hispanic Multiple,264302,state,michigan,
2019,Non-Hispanic Multiple,161848,state,minnesota,
2019,Non-Hispanic Multiple,37512,state,mississippi,
2019,Non-Hispanic Multiple,149202,state,missouri,
2019,Non-Hispanic Multiple,28593,state,montana,
2019,Non-Hispanic Multiple,41747,state,nebraska,
2019,Non-Hispanic Multiple,104968,state,nevada,
2019,Non-Hispanic Multiple,27301,state,new hampshire,
2019,Non-Hispanic Multiple,167132,state,new jersey,
2019,Non-Hispanic Multiple,33541,state,new mexico,
2019,Non-Hispanic Multiple,415212,state,new york,
2019,Non-Hispanic Multiple,252269,state,north carolina,
2019,Non-Hispanic Multiple,19439,state,north dakota,
2019,Non-Hispanic Multiple,315086,state,ohio,
2019,Non-Hispanic Multiple,276970,state,oklahoma,
2019,Non-Hispanic Multiple,163624,state,oregon,
2019,Non-Hispanic Multiple,272151,state,pennsylvania,
2019,Non-Hispanic Multiple,28134,state,rhode island,
2019,Non-Hispanic Multiple,104149,state,south carolina,
2019,Non-Hispanic Multiple,21268,state,south dakota,
2019,Non-Hispanic Multiple,138456,state,tennessee,
2019,Non-Hispanic Multiple,527298,state,texas,
2019,Non-Hispanic Multiple,83028,state,utah,
2019,Non-Hispanic Multiple,12518,state,vermont,
2019,Non-Hispanic Multiple,261933,state,virginia,
2019,Non-Hispanic Multiple,374742,state,washington,
2019,Non-Hispanic Multiple,30902,state,west virginia,
2019,Non-Hispanic Multiple,116040,state,wisconsin,
2019,Non-Hispanic Multiple,12052,state,wyoming,
2019,Non-Hispanic OAPI,51118,state,alabama,
2019,Non-Hispanic OAPI,48782,state,alaska,
2019,Non-Hispanic OAPI,199324,state,arizona,
2019,Non-Hispanic OAPI,49276,state,arkansas,
2019,Non-Hispanic OAPI,4001550,state,california,
2019,Non-Hispanic OAPI,141841,state,colorado,
2019,Non-Hispanic OAPI,118134,state,connecticut,
2019,Non-Hispanic OAPI,29946,state,delaware,
2019,Non-Hispanic OAPI,20015,state,district of columbia,
2019,Non-Hispanic OAPI,483925,state,florida,
2019,Non-Hispanic OAPI,365835,state,georgia,
2019,Non-Hispanic OAPI,445808,state,hawaii,
2019,Non-Hispanic OAPI,13495,state,idaho,
2019,Non-Hispanic OAPI,547615,state,illinois,
2019,Non-Hispanic OAPI,134334,state,indiana,
2019,Non-Hispanic OAPI,58675,state,iowa,
2019,Non-Hispanic OAPI,65052,state,kansas,
2019,Non-Hispanic OAPI,57553,state,kentucky,
2019,Non-Hispanic OAPI,65579,state,louisiana,
2019,Non-Hispanic OAPI,11764,state,maine,
2019,Non-Hispanic OAPI,291003,state,maryland,
2019,Non-Hispanic OAPI,286849,state,massachusetts,
2019,Non-Hispanic OAPI,259348,state,michigan,
2019,Non-Hispanic OAPI,249231,state,minnesota,
2019,Non-Hispanic OAPI,24239,state,mississippi,
2019,Non-Hispanic OAPI,92576,state,missouri,
2019,Non-Hispanic OAPI,5451,state,montana,
2019,Non-Hispanic OAPI,39866,state,nebraska,
2019,Non-Hispanic OAPI,218167,state,nevada,
2019,Non-Hispanic OAPI,26564,state,new hampshire,
2019,Non-Hispanic OAPI,676433,state,new jersey,
2019,Non-Hispanic OAPI,26759,state,new mexico,
2019,Non-Hispanic OAPI,916722,state,new york,
2019,Non-Hispanic OAPI,250275,state,north carolina,
2019,Non-Hispanic OAPI,11655,state,north dakota,
2019,Non-Hispanic OAPI,207832,state,ohio,
2019,Non-Hispanic OAPI,73576,state,oklahoma,
2019,Non-Hispanic OAPI,142159,state,oregon,
2019,Non-Hispanic OAPI,334863,state,pennsylvania,
2019,Non-Hispanic OAPI,26598,state,rhode island,
2019,Non-Hispanic OAPI,75239,state,south carolina,
2019,Non-Hispanic OAPI,10119,state,south dakota,
2019,Non-Hispanic OAPI,99442,state,tennessee,
2019,Non-Hispanic OAPI,1202645,state,texas,
2019,Non-Hispanic OAPI,78489,state,utah,
2019,Non-Hispanic OAPI,5684,state,vermont,
2019,Non-Hispanic OAPI,470807,state,virginia,
2019,Non-Hispanic OAPI,517371,state,washington,
2019,Non-Hispanic OAPI,10606,state,west virginia,
2019,Non-Hispanic OAPI,150461,state,wisconsin,
2019,Non-Hispanic OAPI,2875,state,wyoming,
2019,Non-Hispanic Other Race,11127,state,alabama,
2019,Non-Hispanic Other Race,1227,state,alaska,
2019,Non-Hispanic Other Race,9414,state,arizona,
2019,Non-Hispanic Other Race,3590,state,arkansas,
2019,Non-Hispanic Other Race,106679,state,california,
2019,Non-Hispanic Other Race,9305,state,colorado,
2019,Non-Hispanic Other Race,13497,state,connecticut,
2019,Non-Hispanic Other Race,4089,state,delaware,
2019,Non-Hispanic Other Race,2840,state,district of columbia,
2019,Non-Hispanic Other Race,83243,state,florida,
2019,Non-Hispanic Other Race,36292,state,georgia,
2019,Non-Hispanic Other Race,2917,state,hawaii,
2019,Non-Hispanic Other Race,2776,state,idaho,
2019,Non-Hispanic Other Race,20753,state,illinois,
2019,Non-Hispanic Other Race,13180,state,indiana,
2019,Non-Hispanic Other Race,2100,state,iowa,
2019,Non-Hispanic Other Race,4450,state,kansas,
2019,Non-Hispanic Other Race,4920,state,kentucky,
2019,Non-Hispanic Other Race,10443,state,louisiana,
2019,Non-Hispanic Other Race,2980,state,maine,
2019,Non-Hispanic Other Race,17059,state,maryland,
2019,Non-Hispanic Other Race,55849,state,massachusetts,
2019,Non-Hispanic Other Race,10143,state,michigan,
2019,Non-Hispanic Other Race,10107,state,minnesota,
2019,Non-Hispanic Other Race,4253,state,mississippi,
2019,Non-Hispanic Other Race,9494,state,missouri,
2019,Non-Hispanic Other Race,797,state,montana,
2019,Non-Hispanic Other Race,1761,state,nebraska,
2019,Non-Hispanic Other Race,10487,state,nevada,
2019,Non-Hispanic Other Race,1776,state,new hampshire,
2019,Non-Hispanic Other Race,49642,state,new jersey,
2019,Non-Hispanic Other Race,3763,state,new mexico,
2019,Non-Hispanic Other Race,112299,state,new york,
2019,Non-Hispanic Other Race,19733,state,north carolina,
2019,Non-Hispanic Other Race,53,state,north dakota,
2019,Non-Hispanic Other Race,17884,state,ohio,
2019,Non-Hispanic Other Race,4659,state,oklahoma,
2019,Non-Hispanic Other Race,5531,state,oregon,
2019,Non-Hispanic Other Race,21324,state,pennsylvania,
2019,Non-Hispanic Other Race,8435,state,rhode island,
2019,Non-Hispanic Other Race,8689,state,south carolina,
2019,Non-Hispanic Other Race,198,state,south dakota,
2019,Non-Hispanic Other Race,17847,state,tennessee,
2019,Non-Hispanic Other Race,42613,state,texas,
2019,Non-Hispanic Other Race,6572,state,utah,
2019,Non-Hispanic Other Race,754,state,vermont,
2019,Non-Hispanic Other Race,24089,state,virginia,
2019,Non-Hispanic Other Race,15728,state,washington,
2019,Non-Hispanic Other Race,1744,state,west virginia,
2019,Non-Hispanic Other Race,4604,state,wisconsin,
2019,Non-Hispanic Other Race,126,state,wyoming,
2019,Non-Hispanic White,3190478,state,alabama,
2019,Non-Hispanic White,439122,state,alaska,
2019,Non-Hispanic White,3930078,state,arizona,
2019,Non-Hispanic White,2171321,state,arkansas,
2019,Non-Hispanic White,14355771,state,california,
2019,Non-Hispanic White,3890054,state,colorado,
2019,Non-Hispanic White,2339648,state,connecticut,
2019,Non-Hispanic White,597501,state,delaware,
2019,Non-Hispanic White,262218,state,district of columbia,
2019,Non-Hispanic White,11373473,state,florida,
2019,Non-Hispanic White,5503986,state,georgia,
2019,Non-Hispanic White,305161,state,hawaii,
2019,Non-Hispanic White,1458239,state,idaho,
2019,Non-Hispanic White,7690781,state,illinois,
2019,Non-Hispanic White,5273958,state,indiana,
2019,Non-Hispanic White,2686571,state,iowa,
2019,Non-Hispanic White,2196199,state,kansas,
2019,Non-Hispanic White,3761245,state,kentucky,
2019,Non-Hispanic White,2708959,state,louisiana,
2019,Non-Hispanic White,1247677,state,maine,
2019,Non-Hispanic White,3013975,state,maryland,
2019,Non-Hispanic White,4846151,state,massachusetts,
2019,Non-Hispanic White,7457509,state,michigan,
2019,Non-Hispanic White,4455059,state,minnesota,
2019,Non-Hispanic White,1675757,state,mississippi,
2019,Non-Hispanic White,4853851,state,missouri,
2019,Non-Hispanic White,918082,state,montana,
2019,Non-Hispanic White,1515207,state,nebraska,
2019,Non-Hispanic White,1473903,state,nevada,
2019,Non-Hispanic White,1218742,state,new hampshire,
2019,Non-Hispanic White,4823588,state,new jersey,
2019,Non-Hispanic White,771452,state,new mexico,
2019,Non-Hispanic White,10710996,state,new york,
2019,Non-Hispanic White,6550400,state,north carolina,
2019,Non-Hispanic White,638317,state,north dakota,
2019,Non-Hispanic White,9159247,state,ohio,
2019,Non-Hispanic White,2567243,state,oklahoma,
2019,Non-Hispanic White,3159023,state,oregon,
2019,Non-Hispanic White,9681010,state,pennsylvania,
2019,Non-Hispanic White,749252,state,rhode island,
2019,Non-Hispanic White,3269793,state,south carolina,
2019,Non-Hispanic White,721675,state,south dakota,
2019,Non-Hispanic White,5003970,state,tennessee,
2019,Non-Hispanic White,11929840,state,texas,
2019,Non-Hispanic White,2489676,state,utah,
2019,Non-Hispanic White,576899,state,vermont,
2019,Non-Hispanic White,5213364,state,virginia,
2019,Non-Hispanic White,5127651,state,washington,
2019,Non-Hispanic White,1649606,state,west virginia,
2019,Non-Hispanic White,4706797,state,wisconsin,
2019,Non-Hispanic White,484776,state,wyoming,
2020,Hispanic AIAN,5249,state,alabama,
2020,Hispanic AIAN,2645,state,alaska,
2020,Hispanic AIAN,63209,state,arizona,
2020,Hispanic AIAN,2127,state,arkansas,
2020,Hispanic AIAN,413852,state,california,
2020,Hispanic AIAN,30172,state,colorado,
2020,Hispanic AIAN,7943,state,connecticut,
2020,Hispanic AIAN,2812,state,delaware,
2020,Hispanic AIAN,2436,state,district of columbia,
2020,Hispanic AIAN,33171,state,florida,
2020,Hispanic AIAN,34897,state,georgia,
2020,Hispanic AIAN,591,state,hawaii,
2020,Hispanic AIAN,5439,state,idaho,
2020,Hispanic AIAN,70827,state,illinois,
2020,Hispanic AIAN,10333,state,indiana,
2020,Hispanic AIAN,4359,state,iowa,
2020,Hispanic AIAN,9057,state,kansas,
2020,Hispanic AIAN,5575,state,kentucky,
2020,Hispanic AIAN,3624,state,louisiana,
2020,Hispanic AIAN,439,state,maine,
2020,Hispanic AIAN,10690,state,maryland,
2020,Hispanic AIAN,9172,state,massachusetts,
2020,Hispanic AIAN,9759,state,michigan,
2020,Hispanic AIAN,10152,state,minnesota,
2020,Hispanic AIAN,2539,state,mississippi,
2020,Hispanic AIAN,5009,state,missouri,
2020,Hispanic AIAN,1113,state,montana,
2020,Hispanic AIAN,5038,state,nebraska,
2020,Hispanic AIAN,23754,state,nevada,
2020,Hispanic AIAN,1352,state,new hampshire,
2020,Hispanic AIAN,38674,state,new jersey,
2020,Hispanic AIAN,17834,state,new mexico,
2020,Hispanic AIAN,68878,state,new york,
2020,Hispanic AIAN,25686,state,north carolina,
2020,Hispanic AIAN,2380,state,north dakota,
2020,Hispanic AIAN,8477,state,ohio,
2020,Hispanic AIAN,19094,state,oklahoma,
2020,Hispanic AIAN,16827,state,oregon,
2020,Hispanic AIAN,15668,state,pennsylvania,
2020,Hispanic AIAN,2258,state,rhode island,
2020,Hispanic AIAN,6903,state,south carolina,
2020,Hispanic AIAN,3116,state,south dakota,
2020,Hispanic AIAN,5806,state,tennessee,
2020,Hispanic AIAN,190550,state,texas,
2020,Hispanic AIAN,10639,state,utah,
2020,Hispanic AIAN,420,state,vermont,
2020,Hispanic AIAN,13762,state,virginia,
2020,Hispanic AIAN,18495,state,washington,
2020,Hispanic AIAN,185,state,west virginia,
2020,Hispanic AIAN,11800,state,wisconsin,
2020,Hispanic AIAN,1751,state,wyoming,
2020,Hispanic Black,6545,state,alabama,
2020,Hispanic Black,941,state,alaska,
2020,Hispanic Black,16973,state,arizona,
2020,Hispanic Black,1167,state,arkansas,
2020,Hispanic Black,97855,state,california,
2020,Hispanic Black,11433,state,colorado,
2020,Hispanic Black,26956,state,connecticut,
2020,Hispanic Black,3737,state,delaware,
2020,Hispanic Black,5295,state,district of columbia,
2020,Hispanic Black,96506,state,florida,
2020,Hispanic Black,30046,state,georgia,
2020,Hispanic Black,1020,state,hawaii,
2020,Hispanic Black,1146,state,idaho,
2020,Hispanic Black,27061,state,illinois,
2020,Hispanic Black,6763,state,indiana,
2020,Hispanic Black,2721,state,iowa,
2020,Hispanic Black,7200,state,kansas,
2020,Hispanic Black,2341,state,kentucky,
2020,Hispanic Black,10133,state,louisiana,
2020,Hispanic Black,18370,state,maryland,
2020,Hispanic Black,24987,state,massachusetts,
2020,Hispanic Black,10596,state,michigan,
2020,Hispanic Black,3562,state,minnesota,
2020,Hispanic Black,1750,state,mississippi,
2020,Hispanic Black,3550,state,missouri,
2020,Hispanic Black,1819,state,montana,
2020,Hispanic Black,1637,state,nebraska,
2020,Hispanic Black,7983,state,nevada,
2020,Hispanic Black,2096,state,new hampshire,
2020,Hispanic Black,54988,state,new jersey,
2020,Hispanic Black,5497,state,new mexico,
2020,Hispanic Black,168545,state,new york,
2020,Hispanic Black,30626,state,north carolina,
2020,Hispanic Black,439,state,north dakota,
2020,Hispanic Black,11959,state,ohio,
2020,Hispanic Black,8551,state,oklahoma,
2020,Hispanic Black,1916,state,oregon,
2020,Hispanic Black,45096,state,pennsylvania,
2020,Hispanic Black,6898,state,rhode island,
2020,Hispanic Black,6945,state,south carolina,
2020,Hispanic Black,1362,state,south dakota,
2020,Hispanic Black,5388,state,tennessee,
2020,Hispanic Black,81931,state,texas,
2020,Hispanic Black,8229,state,utah,
2020,Hispanic Black,48,state,vermont,
2020,Hispanic Black,23575,state,virginia,
2020,Hispanic Black,6955,state,washington,
2020,Hispanic Black,771,state,west virginia,
2020,Hispanic Black,4827,state,wisconsin,
2020,Hispanic Chinese,34,state,alabama,
2020,Hispanic Chinese,705,state,arizona,
2020,Hispanic Chinese,12966,state,california,
2020,Hispanic Chinese,874,state,colorado,
2020,Hispanic Chinese,370,state,connecticut,
2020,Hispanic Chinese,3831,state,florida,
2020,Hispanic Chinese,885,state,georgia,
2020,Hispanic Chinese,968,state,hawaii,
2020,Hispanic Chinese,1103,state,illinois,
2020,Hispanic Chinese,1667,state,indiana,
2020,Hispanic Chinese,81,state,iowa,
2020,Hispanic Chinese,730,state,kansas,
2020,Hispanic Chinese,64,state,kentucky,
2020,Hispanic Chinese,1210,state,louisiana,
2020,Hispanic Chinese,625,state,maryland,
2020,Hispanic Chinese,1154,state,massachusetts,
2020,Hispanic Chinese,230,state,michigan,
2020,Hispanic Chinese,1081,state,minnesota,
2020,Hispanic Chinese,92,state,missouri,
2020,Hispanic Chinese,139,state,nebraska,
2020,Hispanic Chinese,302,state,nevada,
2020,Hispanic Chinese,295,state,new hampshire,
2020,Hispanic Chinese,1515,state,new jersey,
2020,Hispanic Chinese,7935,state,new york,
2020,Hispanic Chinese,971,state,north carolina,
2020,Hispanic Chinese,277,state,ohio,
2020,Hispanic Chinese,145,state,oklahoma,
2020,Hispanic Chinese,1454,state,oregon,
2020,Hispanic Chinese,668,state,pennsylvania,
2020,Hispanic Chinese,343,state,rhode island,
2020,Hispanic Chinese,183,state,tennessee,
2020,Hispanic Chinese,3391,state,texas,
2020,Hispanic Chinese,492,state,virginia,
2020,Hispanic Chinese,1899,state,washington,
2020,Hispanic Chinese,92,state,west virginia,
2020,Hispanic Chinese,769,state,wisconsin,
2020,Hispanic Japanese,156,state,alabama,
2020,Hispanic Japanese,550,state,arizona,
2020,Hispanic Japanese,11997,state,california,
2020,Hispanic Japanese,641,state,colorado,
2020,Hispanic Japanese,1126,state,florida,
2020,Hispanic Japanese,1308,state,hawaii,
2020,Hispanic Japanese,835,state,illinois,
2020,Hispanic Japanese,387,state,indiana,
2020,Hispanic Japanese,94,state,louisiana,
2020,Hispanic Japanese,329,state,maryland,
2020,Hispanic Japanese,154,state,massachusetts,
2020,Hispanic Japanese,688,state,michigan,
2020,Hispanic Japanese,128,state,mississippi,
2020,Hispanic Japanese,177,state,nebraska,
2020,Hispanic Japanese,245,state,nevada,
2020,Hispanic Japanese,771,state,new jersey,
2020,Hispanic Japanese,421,state,new mexico,
2020,Hispanic Japanese,1021,state,new york,
2020,Hispanic Japanese,491,state,north carolina,
2020,Hispanic Japanese,124,state,ohio,
2020,Hispanic Japanese,142,state,oklahoma,
2020,Hispanic Japanese,839,state,oregon,
2020,Hispanic Japanese,3018,state,texas,
2020,Hispanic Japanese,664,state,utah,
2020,Hispanic Japanese,227,state,virginia,
2020,Hispanic Japanese,417,state,washington,
2020,Hispanic Japanese,1055,state,wisconsin,
2020,Hispanic OAPI,345,state,alabama,
2020,Hispanic OAPI,4166,state,alaska,
2020,Hispanic OAPI,6358,state,arizona,
2020,Hispanic OAPI,1180,state,arkansas,
2020,Hispanic OAPI,103214,state,california,
2020,Hispanic OAPI,4336,state,colorado,
2020,Hispanic OAPI,3045,state,connecticut,
2020,Hispanic OAPI,200,state,delaware,
2020,Hispanic OAPI,438,state,district of columbia,
2020,Hispanic OAPI,17558,state,florida,
2020,Hispanic OAPI,10265,state,georgia,
2020,Hispanic OAPI,18277,state,hawaii,
2020,Hispanic OAPI,79,state,idaho,
2020,Hispanic OAPI,10872,state,illinois,
2020,Hispanic OAPI,1403,state,indiana,
2020,Hispanic OAPI,706,state,iowa,
2020,Hispanic OAPI,2385,state,kansas,
2020,Hispanic OAPI,822,state,kentucky,
2020,Hispanic OAPI,1628,state,louisiana,
2020,Hispanic OAPI,67,state,maine,
2020,Hispanic OAPI,3298,state,maryland,
2020,Hispanic OAPI,4091,state,massachusetts,
2020,Hispanic OAPI,6172,state,michigan,
2020,Hispanic OAPI,5980,state,minnesota,
2020,Hispanic OAPI,603,state,mississippi,
2020,Hispanic OAPI,2590,state,missouri,
2020,Hispanic OAPI,333,state,montana,
2020,Hispanic OAPI,708,state,nebraska,
2020,Hispanic OAPI,9700,state,nevada,
2020,Hispanic OAPI,241,state,new hampshire,
2020,Hispanic OAPI,6371,state,new jersey,
2020,Hispanic OAPI,1113,state,new mexico,
2020,Hispanic OAPI,25703,state,new york,
2020,Hispanic OAPI,4188,state,north carolina,
2020,Hispanic OAPI,501,state,north dakota,
2020,Hispanic OAPI,2186,state,ohio,
2020,Hispanic OAPI,718,state,oklahoma,
2020,Hispanic OAPI,2642,state,oregon,
2020,Hispanic OAPI,5172,state,pennsylvania,
2020,Hispanic OAPI,1035,state,rhode island,
2020,Hispanic OAPI,1844,state,south carolina,
2020,Hispanic OAPI,2764,state,tennessee,
2020,Hispanic OAPI,26660,state,texas,
2020,Hispanic OAPI,1029,state,utah,
2020,Hispanic OAPI,51,state,vermont,
2020,Hispanic OAPI,5872,state,virginia,
2020,Hispanic OAPI,6992,state,washington,
2020,Hispanic OAPI,549,state,west virginia,
2020,Hispanic OAPI,2817,state,wisconsin,
2020,Hispanic Other Multiple,81191,state,alabama,
2020,Hispanic Other Multiple,24224,state,alaska,
2020,Hispanic Other Multiple,1007815,state,arizona,
2020,Hispanic Other Multiple,81904,state,arkansas,
2020,Hispanic Other Multiple,5121026,state,california,
2020,Hispanic Other Multiple,565751,state,colorado,
2020,Hispanic Other Multiple,213593,state,connecticut,
2020,Hispanic Other Multiple,26574,state,delaware,
2020,Hispanic Other Multiple,29972,state,district of columbia,
2020,Hispanic Other Multiple,3044621,state,florida,
2020,Hispanic Other Multiple,451581,state,georgia,
2020,Hispanic Other Multiple,99435,state,hawaii,
2020,Hispanic Other Multiple,87690,state,idaho,
2020,Hispanic Other Multiple,851211,state,illinois,
2020,Hispanic Other Multiple,181678,state,indiana,
2020,Hispanic Other Multiple,71219,state,iowa,
2020,Hispanic Other Multiple,145437,state,kansas,
2020,Hispanic Other Multiple,70964,state,kentucky,
2020,Hispanic Other Multiple,120453,state,louisiana,
2020,Hispanic Other Multiple,11103,state,maine,
2020,Hispanic Other Multiple,202786,state,maryland,
2020,Hispanic Other Multiple,363756,state,massachusetts,
2020,Hispanic Other Multiple,215882,state,michigan,
2020,Hispanic Other Multiple,125510,state,minnesota,
2020,Hispanic Other Multiple,27420,state,mississippi,
2020,Hispanic Other Multiple,113314,state,missouri,
2020,Hispanic Other Multiple,16351,state,montana,
2020,Hispanic Other Multiple,92100,state,nebraska,
2020,Hispanic Other Multiple,359644,state,nevada,
2020,Hispanic Other Multiple,30897,state,new hampshire,
2020,Hispanic Other Multiple,738682,state,new jersey,
2020,Hispanic Other Multiple,443196,state,new mexico,
2020,Hispanic Other Multiple,1163237,state,new york,
2020,Hispanic Other Multiple,383355,state,north carolina,
2020,Hispanic Other Multiple,9225,state,north dakota,
2020,Hispanic Other Multiple,211539,state,ohio,
2020,Hispanic Other Multiple,162137,state,oklahoma,
2020,Hispanic Other Multiple,222120,state,oregon,
2020,Hispanic Other Multiple,392311,state,pennsylvania,
2020,Hispanic Other Multiple,63559,state,rhode island,
2020,Hispanic Other Multiple,106664,state,south carolina,
2020,Hispanic Other Multiple,13717,state,south dakota,
2020,Hispanic Other Multiple,161678,state,tennessee,
2020,Hispanic Other Multiple,5298335,state,texas,
2020,Hispanic Other Multiple,186316,state,utah,
2020,Hispanic Other Multiple,5044,state,vermont,
2020,Hispanic Other Multiple,367001,state,virginia,
2020,Hispanic Other Multiple,390190,state,washington,
2020,Hispanic Other Multiple,11956,state,west virginia,
2020,Hispanic Other Multiple,177902,state,wisconsin,
